name,born,died,page
"MERCER, JOHN HENRY  ",04 JANUARY 1823,08 DECEMBER 1891),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/709
"MERRIFIELD, SAMUEL  ",06 FEBRUARY 1904,24 AUGUST 1982),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1456
"MERRITT, JAMES KERR  ",29 SEPTEMBER 1856,14 NOVEMBER 1943),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1426
"METHVEN, DAVID  ",1840,27 NOVEMBER 1918),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/710
"MIBUS,  WILFRED JOHN  ",14 SEPTEMBER 1900,18 APRIL 1964),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1457
"MICALLEF, EDWARD JOSEPH  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1458
"MICHAELIS, ARCHIE REUBEN  ",19 DECEMBER 1889,22 APRIL 1975),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1459
"MICHIE, ARCHIBALD  ",22 AUGUST 1813,21 JUNE 1899),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/711
"MIER, BRIAN WILLIAM  ",21 FEBRUARY 1935,12 SEPTEMBER 2009),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1460
"MILDENHALL, BRUCE ALLAN  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/306
"MILES, JOHN GOULD  ",05 MARCH 1930,29 DECEMBER 2010),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/135
"MILLAR, AMANDA  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1680
"MILLER, HENRY  ",31 DECEMBER 1809,07 FEBRUARY 1888),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/713
"MILLER, WILLIAM  ",1833,12 FEBRUARY 1872),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/714
"MILLER, EDWARD  ",03 AUGUST 1848,26 SEPTEMBER 1932),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/712
"MILLER, ROBERT HENRY  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1463
"MILLER, ELIZABETH EILEEN  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1717
"MINERS, THOMAS CARTHEW  ",13 MAY 1860,14 SEPTEMBER 1922),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1461
"MIRAMS, JAMES  ",02 JANUARY 1839,21 JUNE 1916),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/715
"MITCHELL, WILLIAM HENRY FANCOURT  ",NOVEMBER 1811,24 NOVEMBER 1884),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/717
"MITCHELL, GEORGE GRAHAM  ",01 JANUARY 1855,12 SEPTEMBER 1912),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1462
"MITCHELL, JOHN DAVIDSON  ",05 NOVEMBER 1869,26 FEBRUARY 1943),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1057
"MITCHELL, THOMAS WALTER  ",11 NOVEMBER 1906,04 FEBRUARY 1984),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1465
"MITCHELL, CLIVE ALEXANDER  ",06 OCTOBER 1918,25 AUGUST 2010),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1464
"MITCHELL, ROBERT GEORGE  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1643
"MOFFATT, JOHN  ",18 MARCH 1817,05 SEPTEMBER 1871),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/716
"MOLESWORTH, ROBERT  ",03 NOVEMBER 1806,18 OCTOBER 1890),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/718
"MOLLISON, WILLIAM THOMAS  ",25 FEBRUARY 1816,09 NOVEMBER 1886),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/719
"MOLONEY, JAMES  ",1847,02 JANUARY 1931),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/720
"MONCUR, WILLIAM ANDERSON  ",14 JULY 1886,20 NOVEMBER 1962),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1466
"MONTGOMERY, JOHN  ",06 JULY 1826,16 AUGUST 1886),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/721
"MONTGOMERY, EDWARD HUGH  ",05 JULY 1906,08 JUNE 1986),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1441
"MOORE, DAVID  ",04 FEBRUARY 1824,11 JULY 1898),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/722
"MOORE, THOMPSON  ",13 SEPTEMBER 1832,02 FEBRUARY 1912),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/723
"MORAND, MAXINE  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1696
"MOREY, EDWARD  ",27 MARCH 1832,04 OCTOBER 1907),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/724
"MORLEY, EDWARD  ",07 FEBRUARY 1873,08 JUNE 1929),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1442
"MORRIS, JOSHUA WILLIAM  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/112
"MORRISSEY, JOHN  ",1861,06 JULY 1926),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/725
"MORRISSEY, EDMUND LEO  ",17 JULY 1914,22 AUGUST 1965),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1058
"MORTON, GEORGE GLENWILLIAM  ",1827,11 MAY 1901),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/726
"MORTON, EARNEST  ",12 JANUARY 1896,08 SEPTEMBER 1991),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1467
"MOSS, GEORGE COLIN  ",20 AUGUST 1913,27 MAY 1985),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1468
"MOULE, WILLIAM HENRY  ",31 JANUARY 1858,24 AUGUST 1939),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/727
"MOUNTAIN, WILLIAM JOHN  ",05 MAY 1836,28 JULY 1906),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/728
"MULDER, TERENCE WYNN  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/307
"MULINO, DANIEL  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/114
"MULLENS, JOHN MICHAEL  ",18 JULY 1896,05 SEPTEMBER 1978),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1433
"MUNRO, JAMES  ",07 JANUARY 1832,25 FEBRUARY 1908),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/731
"MUNT, JANICE  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1704
"MURPHY, FRANCIS  ",UNKNOWN,30 MARCH 1891),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/730
"MURPHY, JAMES  ",1821,27 DECEMBER 1888),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/733
"MURPHY, HENRY MORGAN  ",UNKNOWN,02 JULY 1891),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/732
"MURPHY, EDWARD  ",08 SEPTEMBER 1844,12 APRIL 1900),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/729
"MURPHY, TIMOTHY  ",1841,26 NOVEMBER 1904),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/734
"MURPHY, JAMES LAURENCE  ",1860,17 FEBRUARY 1942),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1471
"MURPHY, CHARLES JAMES  ",1909,06 JANUARY 1997),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1470
"MURPHY, BARRY ALAN  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1469
"MURPHY, NATHAN  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1687
"MURRAY, JOHN  ",08 JULY 1851,04 MAY 1916),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/735
"MUST, THOMAS  ",30 JANUARY 1815,02 SEPTEMBER 1905),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/736
"MUTTON, CHARLES  ",14 SEPTEMBER 1890,13 MAY 1989),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1474
"MUTTON, JOHN PATRICK  ",09 MARCH 1915,20 JUNE 2006),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1475
"MYLES, JOHN  ",21 JUNE 1813,12 JULY 1893),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/737
"NAPTHINE, DENIS VINCENT  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/310
"NARDELLA, DONATO ANTONIO  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/28
"NEWTON, HIBBERT  ",1820,30 MAY 1890),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/738
"NEWTON, DOUGLAS RICHARD  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1472
"NEWTON-BROWN, CLEMENT ARUNDEL  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1711
"NGUYEN, SANG MINH  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/308
"NICHOLS, ARTHUR GEORGE  ",20 APRIL 1858,1900-1910),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1473
"NICHOLSON, WILLIAM  ",27 FEBRUARY 1816,10 MARCH 1865),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/740
"NICHOLSON, MARK  ",18 SEPTEMBER 1818,27 OCTOBER 1889),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/739
"NICOL, GRAHAM JOHN  ",17 JULY 1907,28 SEPTEMBER 1990),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1476
"NIMMO, JOHN  ",20 OCTOBER 1819,11 MARCH 1904),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/741
"NIXON, WILLIAM  ",01 JANUARY 1829,07 AUGUST 1868),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/742
"NOONAN, WADE  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/83
"NORMAN, LESLIE GEORGE  ",03 SEPTEMBER 1913,05 JULY 1997),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1477
"NORRIS, TERENCE RICHARD  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1478
"O'BRIEN, PATRICK  ",1817,12 APRIL 1887),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/743
"O'BRIEN, DAVID RONALD JOSEPH  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1721
"O'CALLAGHAN, WILLIAM  ",UNKNOWN,26 JUNE 1891),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/744
"O'CARROLL, JOSEPH PATRICK  ",21 MARCH 1891,09 JUNE 1965),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1481
"O'CONNELL, GEOFFREY JOHN   ",16 JUNE 1903,20 APRIL 1972),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1482
"O'CONNOR, ALFRED ARTHUR  ",UNKNOWN,18 MAY 1888),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/745
"O'CONNOR, PATRICK JOSEPH  ",26 MAY 1862,12 JUNE 1923),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1479
"O'GRADY, MICHAEL  ",16 OCTOBER 1824,05 JANUARY 1876),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/747
"O'HEA, WILLIAM JOSEPH  ",1815,16 JULY 1881),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/749
"O'LOGHLEN, BRYAN  ",27 JUNE 1828,31 OCTOBER 1905),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/748
"O'NEILL, RICHARD  ",1847,20 OCTOBER 1908),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/750
"O'SHANASSY, JOHN  ",1818,05 MAY 1883),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/755
"O'SULLIVAN, LUKE  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/126
"OFFICER, CHARLES MYLES  ",14 JULY 1827,01 FEBRUARY 1904),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/746
"OLD, FRANCIS EDWARD  ",24 NOVEMBER 1875,19 MAY 1950),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1483
"OLDHAM, TREVOR DONALD  ",10 MARCH 1900,02 MAY 1953),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1484
"OLEXANDER, ANDREW PHILLIP  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/312
"OLNEY, HERBERT HORACE  ",26 NOVEMBER 1875,20 JULY 1957),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1485
"OMAN, DAVID SWAN  ",09 NOVEMBER 1866,10 APRIL 1930),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1486
"ORKNEY, JAMES  ",06 FEBRUARY 1821,09 SEPTEMBER 1896),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/751
"ORMOND, FRANCIS  ",23 NOVEMBER 1829,05 MAY 1889),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/752
"ORR, JOHN  ",26 NOVEMBER 1831,06 MAY 1880),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/753
"ORR, WILLIAM  ",13 FEBRUARY 1843,06 FEBRUARY 1929),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1480
"OSBORNE, THOMAS HAMILTON  ",1806,28 MAY 1853),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/754
"OSMAND, WILLIAM HENRY SEVILLE  ",10 APRIL 1824,11 MARCH 1901),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/756
"OUTTRIM, ALFRED RICHARD  ",30 MARCH 1845,21 DECEMBER 1925),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/757
"OVERINGTON, KAREN MARIE  ",16 NOVEMBER 1951,11 AUGUST 2011),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/309
"OWENS, JOHN DOWNES  ",1809,26 NOVEMBER 1866),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/758
"PALMER, JAMES FREDERICK  ",07 JUNE 1803,23 APRIL 1871),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/760
"PALMER, ALEXANDER STENSON  ",10 JANUARY 1825,08 DECEMBER 1901),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/759
"PANDAZOPOULOS, JOHN  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/313
"PARFITT, HENRY SILCOCK  ",11 AUGUST 1823,07 JUNE 1892),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/761
"PARKER, EDWARD STONE  ",17 MAY 1802,27 APRIL 1865),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/763
"PARKER, ALEXANDER FREDERICK  ",08 NOVEMBER 1891,1970-1980),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1064
"PARKIN, THOMAS  ",07 APRIL 1870,29 JANUARY 1936),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1445
"PASLEY, CHARLES  ",14 NOVEMBER 1824,11 NOVEMBER 1890),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/762
"PATERSON, ALISTER IRVINE  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/164
"PATON, JAMES ROY  ",23 NOVEMBER 1882,25 APRIL 1947),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1446
"PATRICK, JEANNETTE TWEEDDALE  ",02 NOVEMBER 1929,24 MAY 2011),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1487
"PATTERSON, JOHN HUNTER  ",10 JUNE 1809,24 APRIL 1859),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/765
"PATTERSON, JAMES BROWN  ",18 NOVEMBER 1833,30 OCTOBER 1895),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/764
"PAYNE, THOMAS HENRY  ",14 MAY 1862,29 NOVEMBER 1932),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1488
"PAYNTER, BRIAN FRANCIS  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/19
"PEACOCK, ALEXANDER JAMES  ",11 JUNE 1861,07 OCTOBER 1933),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/767
"PEACOCK, MILLIE GERTRUDE  ",03 AUGUST 1870,07 FEBRUARY 1948),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1489
"PEARSON, WILLIAM   ",20 SEPTEMBER 1818,10 AUGUST 1893),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/768
"PEARSON, CHARLES HENRY  ",07 SEPTEMBER 1830,29 MAY 1894),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/766
"PEARSON, WILLIAM   ",25 JUNE 1864,31 MARCH 1919),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/769
"PEIRCE, JAMES WILLIAM  ",02 JUNE 1832,23 AUGUST 1894),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/770
"PENNICUIK, SUSAN MARGARET  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/76
"PENNINGTON, JOHN WARBURTON  ",29 AUGUST 1870,05 APRIL 1945),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1491
"PERERA, JUDE  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/26
"PERRIN, DAVID JOHN  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/153
"PERRY, CHARLES JAMES CLOWES  ",02 APRIL 1816,20 AUGUST 1893),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/771
"PERTON, VICTOR JOHN  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/316
"PESCOTT, ROGER  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/193
"PESUTTO, JOHN  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/3
"PETROVICH, DONNA  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1707
"PETTET [PETTETT], WILLIAM HENRY  ",04 SEPTEMBER 1814,02 DECEMBER 1871),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/772
"PETTIONA, ROBERT FRANCIS LINDSAY  ",07 JULY 1915,25 NOVEMBER 1980),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1490
"PETTY, HORACE ROSTILL  ",25 MARCH 1904,16 FEBRUARY 1982),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1492
"PEULICH, INGA  ",,),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/48
"PHELAN, PATRICK  ",01 NOVEMBER 1815,31 OCTOBER 1898),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/773
"PHELAN, WILLIAM  ",16 JULY 1915,22 DECEMBER 1973),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1493
"PHILIPPS [PHILLIPS], THOMAS MIDDLETON BIDDULPH  ",31 MAY 1837,30 MAY 1899),https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/774
