name,page,house,elected,electorate,retired
"Carter, Lionel Lewin",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/29ED9D6549954172482577E50028A560?OpenDocument#current,MLA,12 March 1921,Leederville,1924
"Cash, Mr Earl Douglas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A96C53A65E271B78482577E50028A561?OpenDocument#current,MLA,23 March 1968,Mirrabooka,1971
"Cash, Hon Samuel (George) Ernest",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BFE86E8EEA48EBA6482577E50028A562?OpenDocument#current,MLC,22 May 1989,North Metropolitan,2009
"Castrilli, Mr Giovanni (John) Mario",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7F5DD0CD64CB06DD48257C75000C8E04?OpenDocument#current,MLA,26 February 2005,Bunbury,2017
"Catania, Mr Nicholas (Nick) Mark",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B46A9EF014B14FDE482577E50028A565?OpenDocument#current,MLA,4 February 1989,Balcatta,1996
"Catania, Mr Vincent Alexander",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9EB9DEE184949ED048257C75000C9556?OpenDocument#current,MLA MLC,22 May 2005,North West Central,
"Chance, Hon Kimberley (Kim) Maurice",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/61C69322257E524F482577E50028A567?OpenDocument#current,MLC,18 March 1992,Agricultural,2009
"Chapple, Hon Robin Howard",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7D74780E7BDFB4BA48257C75000CE980?OpenDocument#current,MLC,22 May 2005,Mining and Pastoral,
"Charlton, Hon Eric James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C31A8BB1F3800999482577E50028A569?OpenDocument#current,MLC,17 November 1984,Central; Agricultural,1998
"Chesson, Mr Thomas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/361122DEC3B9F0C3482577E50028A56A?OpenDocument#current,MLA,12 November 1913,Cue,1930
"Chown, Hon James (Jim) Edward",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BCBCB9C1E25523C348257C77000E8A92?OpenDocument#current,MLC,22 May 2009,Agricultural,
"Church, Mr John Herbert",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/454A58165BB85A7E482577E50028A56B?OpenDocument#current,MLA,6 February 1932,Roebourne,1933
"Clarke, Hon Ephraim Mayo",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/CE8CE30EC184E640482577E50028A56C?OpenDocument#current,MLC,21 August 1901,South-West,1921
"Clarke, Mrs Robyn Marjorie Jane",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E5F8D668B82C2D9E482580EA00217E85?OpenDocument#current,MLA,11 March 2017,Murray-Wellington,
"Clarko, Mr James George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7C06453665DB5B78482577E50028A56D?OpenDocument#current,MLA,30 March 1974,Karrinyup; Marmion,1996
"Clarkson, Barnard Drummond",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/58629FECD9D3168E482577E50028A56E?OpenDocument#current,MLA,19 December 1890,Toodyay,1897
"Claughton, Roy Frederick",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/525EFDE6AD7BA0E0482577E50028A56F?OpenDocument#current,MLC,22 May 1968,North Metropolitan,1980
"Clifford, Hon Timothy (Tim) James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C9F31FCAE90999C4482580EA0025B71C?OpenDocument#current,MLC,11 March 2017,East Metropolitan,
"Clohesy, Hon Alanna Therese",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/FDE497FF2F89037148257CB5004CA5F3?OpenDocument#current,MLC,22 May 2013,East Metropolitan,
"Clothier, Robert Ernest",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1598C9135073520F482577E50028A570?OpenDocument#current,MLA,8 April 1933,Maylands,1936
"Clydesdale, Alexander McAllister",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/48A994114E63B01C482577E50028A571?OpenDocument#current,MLC MLA,22 May 1932,Metropolitan-Suburban,1938
"Cockburn-Campbell, Thomas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E9A32D160CE2DF27482577E50028A573?OpenDocument#current,MLC,24 December 1890,Nominated,1892
"Colebatch, Hal Pateshall",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9D28B3572961F5EF482577E50028A574?OpenDocument#current,MLC,22 May 1912,East,1948
"Collier, Hon Peter Charles",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C8DC66AE47CEF0B648257C75000CF9D4?OpenDocument#current,MLC,22 May 2005,North Metropolitan,
"Collier, Philip",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9752B3485C1A4AE6482577E50028A576?OpenDocument#current,MLA,27 October 1905,Boulder,1948
"Congdon, Daniel Keen",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/16FFD7E159B43268482577E50028A577?OpenDocument#current,MLC,8 March 1892,Nominated,1900
"Connolly, James Daniel",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/8F70454468C08276482577E50028A578?OpenDocument#current,MLC MLA,12 June 1901,North-East,1917
"Connor, Francis",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/5D0B9EA9167B6817482577E50028A57A?OpenDocument#current,MLA MLC,13 April 1893,East Kimberley,1916
"Conolly, John Richard Arthur",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/195811A40DD31031482577E50028A57C?OpenDocument#current,MLA,7 May 1897,Dundas,1901
"Constable, Dr Elizabeth",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9B251C526D706E6B482577E50028A57D?OpenDocument#current,MLA,20 July 1991,Floreat; Churchlands,2013
"Cook, Mr Roger Hugh",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/0CCAAD34B350E50648257C8400412E67?OpenDocument#current,MLA,6 September 2008,Kwinana,
"Cook, Wyndham Truran",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/47A56770EB721B85482577E50028A57E?OpenDocument#current,MLA,6 June 1970,Albany,1974
"Cookworthy, Joseph",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D81B9D4D33C2BF45482577E50028A57F?OpenDocument#current,MLA,12 December 1890,Sussex,1897
"Cooley, Donald Walter",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/0042C87B1D04EB77482577E50028A580?OpenDocument#current,MLC,22 May 1974,North-East Metropolitan,1980
"Corboy, Edwin Wilkie",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/498010BAF24ECA0D482577E50028A581?OpenDocument#current,MLA,12 March 1921,Yilgarn,1933
"Cornell, George Meredith",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/CB18EF579E36200B482577E50028A582?OpenDocument#current,MLA,15 March 1947,Avon,1967
"Cornell, James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/4F29B4521D613DC1482577E50028A583?OpenDocument#current,MLC,22 May 1912,South,1946
"Cornish, Cyril Richard",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/53EF3D3774B08A02482577E50028A584?OpenDocument#current,MLC,13 June 1942,North,1946
"Court, Charles Walter Michael",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/5CD82876A7B82343482577E50028A586?OpenDocument#current,MLA,14 February 1953,Nedlands,1982
"Court, Mr Richard Fairfax",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F223F5C921F7FA40482577E50028A585?OpenDocument#current,MLA,13 March 1982,Nedlands,2001
"Coverley, Aubrey Augustus Michael",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/42DFD23E82B57CB0482577E50028A587?OpenDocument#current,MLA,5 April 1924,Kimberley,1953
"Cowan, Edith Dircksey",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/80E6430BA5F9A786482577E50028A588?OpenDocument#current,MLA,12 March 1921,West Perth,1924
"Cowan, Mr Hendy John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/CA6E81083D4E925C482577E50028A589?OpenDocument#current,MLA,30 March 1974,Merredin-Yilgarn; Merredin,2001
"Cowan, Peter Ernest",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/49B2C8A1DD38AD29482577E50028A58A?OpenDocument#current,MLA,7 November 1928,Mount Leonora,1930
"Cowcher, George Stanyford Francis (Frank)",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7945019531927474482577E50028A58B?OpenDocument#current,MLA,28 June 1904,Williams,1911
"Cowdell, Hon John Alexander",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E8018EB4091F9213482577E50028A58C?OpenDocument#current,MLC,22 May 1993,South West,2005
"Cowper, Mr Murray John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/707523EE8BECC8A748257C75000D0AEA?OpenDocument#current,MLA,26 February 2005,Murray-Wellington,2017
"Coyne, Peter Joseph Aloysius",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/800F1ED9E2B09C88482577E50028A58E?OpenDocument#current,MLA,20 February 1971,Murchison-Eyre,1986
"Craig, James Frederick",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D09A0D6226BE8F03482577E50028A58F?OpenDocument#current,MLA,21 March 1959,Toodyay,1971
"Craig, Leslie",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BEB83B4E17C374A5482577E50028A590?OpenDocument#current,MLC,20 January 1934,South-West,1956
"Craig, Margaret June",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/59AC0D3AD80BFB47482577E50028A591?OpenDocument#current,MLA,30 March 1974,Wellington,1983
"Crane, Albert Victor",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/0B59CAEB85D10752482577E50028A592?OpenDocument#current,MLA,30 March 1974,Moore,1989
"Criddle, Hon Murray John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/271A3C7715CE84E0482577E50028A593?OpenDocument#current,MLC,22 May 1993,Agricultural,2008
"Crommelin, Harold William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/00699FD71B8FDA36482577E50028A594?OpenDocument#current,MLA,7 April 1956,Claremont,1968
"Cross, Charles",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C54BB43B2FE6FDA4482577E50028A595?OpenDocument#current,MLA,8 April 1933,Canning,1947
"Crowder, Frederick Thomas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/541032B30AD06FFC482577E50028A596?OpenDocument#current,MLC,16 July 1894,South-East,1902
"Crowther, Charles",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/75C241BC074FF97F48257E5A0026BB00?OpenDocument#current,MLC,29 June 1873,Greenough,1887
"Cullen, Joseph Francis",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/79181501E2CBBB21482577E50028A597?OpenDocument#current,MLC,4 October 1909,South-East,1917
"Cunningham, Mr Edward (Ted) Joseph",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/97FF4B8838E65106482577E50028A598?OpenDocument#current,MLA,19 March 1988,Balga; Marangaroo; Girrawheen,2001
"Cunningham, James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/FB35F53189CC44C3482577E50028A599?OpenDocument#current,MLC MLA,7 July 1916,North-East,1936
"Cunningham, John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2C3E6B65847F6FD8482577E50028A59B?OpenDocument#current,MLA,2 October 1914,Greenough,1917
"Cunningham, John Michael Adrenne",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/69FBE8E2BA4BFD1D482577E50028A59C?OpenDocument#current,MLC,22 May 1948,South,1962
"Curran, Henry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/30BD8D472964C347482577E50028A59D?OpenDocument#current,MLA,2 March 1960,South Fremantle,1968
"D'Orazio, Mr John Biase",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/3588ADE285EC3DD6482577E50028A5C2?OpenDocument#current,MLA,10 February 2001,Ballajura,2008
"Dadour, Gabriel Thomas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/CA90C23C96982B55482577E50028A59E?OpenDocument#current,MLA,20 February 1971,Subiaco,1986
"Daffen, Harold Arthur Charles",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C87A3109463531FD482577E50028A59F?OpenDocument#current,MLC,30 August 1947,Central,1950
"Daglish, Henry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/849A765ED6F98F3F482577E50028A5A0?OpenDocument#current,MLA,24 April 1901,Subiaco,1911
"Dans, Desmond Keith",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/3DB0D955F9838434482577E50028A5A1?OpenDocument#current,MLC,22 May 1971,South Metropolitan,1989
"Darlot, Everard Firebrace",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/376389F8D1126E8A482577E50028A5A2?OpenDocument#current,MLA,29 November 1890,Murchison,1894
"Darlot, Leonard Hawthorn",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BD7C06BB460972A3482577E50028A5A3?OpenDocument#current,MLA,28 May 1900,De Grey,1901
"Davenport, Hon Cheryl May",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/06CF3891AAD1462E482577E50028A5A4?OpenDocument#current,MLC,22 May 1989,South Metropolitan,2001
"Davies, Arthur Elvin",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1E7DE2664800F265482577E50028A5A5?OpenDocument#current,MLA,21 July 1906,South Fremantle,1911
"Davies, Hon Dexter Melvyn",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9543FF31F98B9CE9482577E50028A5A6?OpenDocument#current,MLC,10 August 1998,Agricultural,2001
"Davies, Edward William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6D08E53FEF49D316482577E50028A5A7?OpenDocument#current,MLC,16 July 1894,West,1896
"Davies, Evan Morris",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/742515D7CD85C34A482577E50028A5A8?OpenDocument#current,MLC,21 June 1947,West,1963
"Davies, Joseph Thomas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B93BC6BC2EC06B44482577E50028A5A9?OpenDocument#current,MLA,29 September 1917,Guildford,1924
"Davies, Ms Mia Jane",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/CFFAE72C529A541F48257C77000EAF75?OpenDocument#current,MLC MLA,22 May 2009,Central Wheatbelt,
"Davies, Reginald (Reg) Elliott",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/96A1892F3607E5A2482577E50028A5AA?OpenDocument#current,MLC,22 May 1989,North Metropolitan,1997
"Davies, Ronald",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6BF19F8E42F15DD4482577E50028A5AB?OpenDocument#current,MLA,26 August 1961,Victoria Park,1997
"Davis, Frederick",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7DD8B8AE012FC2DA482577E50028A5AC?OpenDocument#current,MLC,2 November 1911,Metropolitan-Suburban,1914
"Davis, John Sydney",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C6B92971272458F548257E5A0029DD14?OpenDocument#current,MLC,12 March 1884,Geraldton,1884
"Davy, Thomas Arthur Lewis",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B28A214292B8E0C0482577E50028A5AD?OpenDocument#current,MLA,22 March 1924,West Perth,1933
"Dawson, Hon Stephen Noel",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2D6900D3D5F3287C48257CB6000F027F?OpenDocument#current,MLC,5 April 2013,Mining and Pastoral,
"Day, Mr John Howard Dadley",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B644EFA8FEDE683F48257C75000D17A3?OpenDocument#current,MLA,6 February 1993,Kalamunda,2017
"de Grussa, Hon Colin Stephen",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C2CB4A9DD17D5613482580EA00263567?OpenDocument#current,MLC,22 May 2017,Agricultural,
"De Hamel, Lancel Victor",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/EABC8C55809933C5482577E50028A5AF?OpenDocument#current,MLA MLC,9 December 1890,Albany,1894
"Dean, Mr Anthony (Tony) James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BC18CF37E9B6B2D0482577E50028A5B0?OpenDocument#current,MLA,10 February 2001,Bunbury,2005
"Dellar, David Peter",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/469B35594029C2DA482577E50028A5B1?OpenDocument#current,MLC,29 June 1963,North-East,1965
"Dellar, Stanley James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F26B6684F5C4490F482577E50028A5B2?OpenDocument#current,MLC,22 May 1971,Lower North,1977
"Dempster, Andrew",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C11B60C88CD4E326482577E50028A5B3?OpenDocument#current,MLC,6 May 1903,East,1904
"Dempster, Charles Edward",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F5BDEC0488F12ADD482577E50028A5B4?OpenDocument#current,MLC,16 July 1894,East,1907
"Denton, James Samuel",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F1F9DA0E774B400C482577E50028A5B5?OpenDocument#current,MLA,12 March 1921,Moore,1927
"Dermer, Hon Edmund (Ed) Rupert Joseph",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9ED50A67224F1AB3482577E50028A5B6?OpenDocument#current,MLC,18 December 1996,North Metropolitan,2013
"Diamond, Arthur James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A81B95C702EBE4BA482577E50028A5B7?OpenDocument#current,MLA,24 April 1901,South Fremantle,1906
"Dimmitt, James Albert",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D184A64E8E0F8C5F482577E50028A5B8?OpenDocument#current,MLC,22 May 1938,Metropolitan-Suburban,1953
"Diver, Leslie Charles",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1FF813DD27AD0BFB482577E50028A5B9?OpenDocument#current,MLC,3 May 1952,Central,1974
"Dodd, Jabez Edward",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2F7EF29F529134C3482577E50028A5BA?OpenDocument#current,MLC,22 May 1910,South,1928
