name,page,electorate,from_to,died
"ADAIR, Herbert Arthur",https://www.parliament.qld.gov.au/members/former/bio?id=2719334794,Cook,7 Mar 1953 - 17 May 1969,21 October 1994
"ADAMS, Walter",https://www.parliament.qld.gov.au/members/former/bio?id=1078276772,"Bundaberg, Mulgrave",10 Jul 1886 - 15 May 1892,15 May 1892
"ADAMSON, CBE, John",https://www.parliament.qld.gov.au/members/former/bio?id=879694129,"Maryborough, Rockhampton",18 May 1907 - 21 Mar 1917,2 May 1922
"AGNEW, George",https://www.parliament.qld.gov.au/members/former/bio?id=1654273678,Nundah,10 May 1888 - 21 Mar 1896,19 December 1934
"AHEARN, Thomas Gipps",https://www.parliament.qld.gov.au/members/former/bio?id=2134186175,Sandgate,3 Aug 1957 - 28 May 1960,
"AHERN, Hon Michael John, AO",https://www.parliament.qld.gov.au/members/former/bio?id=3306165204,Landsborough,16 Mar 1968 - 16 May 1990,
"AIKEN, John Albert",https://www.parliament.qld.gov.au/members/former/bio?id=2229486080,Warrego,17 May 1969 - 7 Dec 1974,3 September 2016
"AIKENS, Thomas",https://www.parliament.qld.gov.au/members/former/bio?id=145416584,"Mundingburra, Townsville South",15 Apr 1944 - 12 Nov 1977,30 November 1985
"AIREY, Peter",https://www.parliament.qld.gov.au/members/former/bio?id=3004713277,"Flinders, Legislative Council, South Brisbane",13 Jul 1901 - 2 Oct 1909,10 August 1950
"AKERS, Robert George",https://www.parliament.qld.gov.au/members/former/bio?id=2527834843,Pine Rivers,7 Dec 1974 - 22 Oct 1983,28 October 2006
"ALAND, Robert",https://www.parliament.qld.gov.au/members/former/bio?id=1927833603,Drayton & Toowoomba,14 Jan 1881 - 6 May 1893,19 March 1904
"ALISON, Gilbert",https://www.parliament.qld.gov.au/members/former/bio?id=2293751583,Maryborough,24 Jul 1971 - 2 Dec 1989,
"ALLAN, James",https://www.parliament.qld.gov.au/members/former/bio?id=797560524,"Kurilpa, South Brisbane",2 Oct 1909 - 22 May 1915,26 January 1938
"ALLAN, William",https://www.parliament.qld.gov.au/members/former/bio?id=1449947909,"Cunningham, Darling Downs, Legislative Council",29 Nov 1881 - 19 Oct 1901,19 October 1901
"ALLEN, Barnett Francis Samuel",https://www.parliament.qld.gov.au/members/former/bio?id=3239746739,Bulloo,27 Mar 1909 - 27 Apr 1912,18 October 1948
"ALLPASS, Frederic James",https://www.parliament.qld.gov.au/members/former/bio?id=3321491703,Condamine,29 Apr 1950 - 7 Mar 1953,5 April 1977
"AMHURST, Francis Tyssen",https://www.parliament.qld.gov.au/members/former/bio?id=801712743,"Bowen, Mackay",14 May 1875 - 3 Jan 1881,3 January 1881
"ANDERSON, Mervyn John Reginald, OBE",https://www.parliament.qld.gov.au/members/former/bio?id=3924111429,"Toowoomba East, Toowoomba",3 Aug 1957 - 28 May 1966,14 November 1971
"ANNAND, James Douglas",https://www.parliament.qld.gov.au/members/former/bio?id=3747753596,"East Toowoomba, Toowoomba",11 May 1929 - 11 May 1935,7 August 1952
"ANNEAR, John Thomas",https://www.parliament.qld.gov.au/members/former/bio?id=1818683865,"Legislative Council, Maryborough",25 Jul 1884 - 28 May 1910,28 May 1910
"APLIN, William",https://www.parliament.qld.gov.au/members/former/bio?id=2164289564,Legislative Council,19 Oct 1880 - 18 Feb 1901,18 February 1901
"APPEL, Hon John George",https://www.parliament.qld.gov.au/members/former/bio?id=1466031233,Albert,5 Feb 1908 - 19 Mar 1929,19 March 1929
"ARCHER, Archibald",https://www.parliament.qld.gov.au/members/former/bio?id=3782716198,"Blackall, Rockhampton",27 Jul 1867 - 4 Apr 1896,10 February 1902
"ARCHER, Edward Walker",https://www.parliament.qld.gov.au/members/former/bio?id=172101444,Normanby,5 Mar 1914 - 22 May 1915,1 July 1940
"ARCHIBALD, John",https://www.parliament.qld.gov.au/members/former/bio?id=2614379702,Legislative Council,11 Mar 1897 - 20 May 1907,20 May 1907
"ARDILL, Leonard Arthur",https://www.parliament.qld.gov.au/members/former/bio?id=4095778969,"Archerfield, Salisbury",1 Nov 1986 - 13 Jun 1998,4 April 2014
"ARMFIELD, Thomas Gummersal",https://www.parliament.qld.gov.au/members/former/bio?id=2434917489,Musgrave,22 May 1915 - 9 Oct 1920,21 April 1931
"ARMSTRONG, Roy Alexander",https://www.parliament.qld.gov.au/members/former/bio?id=2588887680,Mulgrave,23 Jul 1960 - 29 Nov 1980,26 April 1991
"ARMSTRONG, Hon William Drayton",https://www.parliament.qld.gov.au/members/former/bio?id=1737859111,Lockyer,13 May 1893 - 16 Mar 1918,2 June 1936
"ATHERTON, Ernest Arthur",https://www.parliament.qld.gov.au/members/former/bio?id=2521361482,Chillagoe,11 May 1929 - 10 Jun 1932,29 June 1954
"ATKIN, Robert Travers",https://www.parliament.qld.gov.au/members/former/bio?id=431885529,"Clermont, East Moreton",1 Oct 1868 - 7 Mar 1872,25 May 1872
"ATTWOOD, Julie Maree",https://www.parliament.qld.gov.au/members/former/bio?id=981810569,Mount Ommaney,13 Jun 1998 - 23 Mar 2012,
"AUSTIN, Brian Douglas",https://www.parliament.qld.gov.au/members/former/bio?id=1868314190,"Nicklin, Wavell",12 Nov 1977 - 26 Oct 1989,
"BAILEY, Earle Wilfred",https://www.parliament.qld.gov.au/members/former/bio?id=2909329729,Toowong,22 Oct 1983 - 1 Nov 1986,
"BAILEY, William Gill",https://www.parliament.qld.gov.au/members/former/bio?id=3006640855,Wide Bay,12 Nov 1873 - 17 May 1888,23 April 1889
"BALDWIN, Edgar Allan",https://www.parliament.qld.gov.au/members/former/bio?id=3628501559,"Logan, Redlands",17 May 1969 - 7 Dec 1974,1 January 2008
"BALE, John Lloyd",https://www.parliament.qld.gov.au/members/former/bio?id=1497861327,Enoggera,21 Aug 1883 - 13 Oct 1885,22 November 1885
"BALFOUR, John",https://www.parliament.qld.gov.au/members/former/bio?id=1731079898,Legislative Council,1 May 1860 - 23 Apr 1864,21 March 1875
"BARBER, George Phillips",https://www.parliament.qld.gov.au/members/former/bio?id=3501292186,Bundaberg,6 Jul 1901 - 11 May 1935,7 November 1938
"BARBER, George",https://www.parliament.qld.gov.au/members/former/bio?id=1013125980,Warrego,18 May 1907 - 24 Sep 1907,10 April 1932
"BARBER, Raymond Douglas",https://www.parliament.qld.gov.au/members/former/bio?id=3495754087,Cooroora,2 Dec 1989 - 19 Sep 1992,
"BARKER, William",https://www.parliament.qld.gov.au/members/former/bio?id=2611053482,Legislative Council,26 Apr 1861 - 22 Jul 1863,22 December 1886
"BARLOW, Andrew Henry",https://www.parliament.qld.gov.au/members/former/bio?id=217519038,"Ipswich, Legislative Council",5 May 1888 - 29 Mar 1915,29 March 1915
"BARNES, George Powell",https://www.parliament.qld.gov.au/members/former/bio?id=3301486626,Warwick,5 Feb 1908 - 11 May 1935,9 December 1949
"BARNES, John Francis",https://www.parliament.qld.gov.au/members/former/bio?id=3022815816,Bundaberg,29 Mar 1941 - 29 Apr 1950,12 May 1952
"BARNES, Louis Joseph",https://www.parliament.qld.gov.au/members/former/bio?id=248924968,Cairns,31 Oct 1942 - 3 May 1947,2 June 1983
"BARNES, Walter Henry",https://www.parliament.qld.gov.au/members/former/bio?id=3378244617,"Bulimba, Wynnum",16 Feb 1901 - 19 Feb 1933,19 February 1933
"BARRY, Veronica Lesley",https://www.parliament.qld.gov.au/members/former/bio?id=1293313691,Aspley,17 Feb 2001 - 20 Mar 2009,
"BARTHOLOMEW, John",https://www.parliament.qld.gov.au/members/former/bio?id=2571180716,Maryborough,21 Mar 1896 - 11 Mar 1902,25 September 1928
"BARTON, Adolphus Henry Everand",https://www.parliament.qld.gov.au/members/former/bio?id=2245786828,Carnarvon,27 Aug 1904 - 18 May 1907,20 May 1916
"BARTON, Charles Hastings",https://www.parliament.qld.gov.au/members/former/bio?id=2234142772,Maryborough,11 Mar 1902 - 16 Jun 1902,16 June 1902
"BARTON, Edward Gustavus Campbell",https://www.parliament.qld.gov.au/members/former/bio?id=2393418710,Brisbane North,5 Feb 1908 - 2 Oct 1909,18 June 1942
"BARTON, Hon Thomas Alfred",https://www.parliament.qld.gov.au/members/former/bio?id=1131604624,Waterford,19 Sep 1992 - 9 Sep 2006,
"BARTON, Verity Mary",https://www.parliament.qld.gov.au/members/former/bio?id=4148940290,Broadwater,24 Mar 2012 - 24 Nov 2017,
"BATTERSBY, Matthew Robertson",https://www.parliament.qld.gov.au/members/former/bio?id=3174518631,Moreton,17 May 1888 - 18 Mar 1899,15 May 1899
"BAUMANN, William Francis",https://www.parliament.qld.gov.au/members/former/bio?id=3273912438,Albert,15 Jul 1995 - 17 Feb 2001,
"BAXTER, William Edward",https://www.parliament.qld.gov.au/members/former/bio?id=432825110,"Hawthorne, Norman",7 Mar 1953 - 28 May 1966,5 July 1978
"BAYLEY, James Garfield",https://www.parliament.qld.gov.au/members/former/bio?id=485419619,Wynnum,29 Apr 1933 - 11 May 1935,14 January 1968
"BAYLEY, Percy Molineux",https://www.parliament.qld.gov.au/members/former/bio?id=578025520,Pittsworth,22 May 1915 - 9 Oct 1920,16 August 1942
"BAYNES, William Henry",https://www.parliament.qld.gov.au/members/former/bio?id=2470324632,Burnett,28 Nov 1878 - 1 Oct 1883,4 September 1898
"BEANLAND, Denver Edward",https://www.parliament.qld.gov.au/members/former/bio?id=3891474955,"Indooroopilly, Toowong",1 Nov 1986 - 17 Feb 2001,
"BEARD, Peter Francis",https://www.parliament.qld.gov.au/members/former/bio?id=2027520492,Mount Isa,1 Nov 1986 - 2 Dec 1989,
"BEARDMORE, Edwin James, MBE",https://www.parliament.qld.gov.au/members/former/bio?id=46341934,Balonne,3 Aug 1957 - 17 May 1969,8 April 1985
"BEATTIE, Francis",https://www.parliament.qld.gov.au/members/former/bio?id=272077044,Fortitude Valley,25 Feb 1874 - 16 Apr 1886,16 April 1886
"BEATTIE, Hon Peter Douglas, AC",https://www.parliament.qld.gov.au/members/former/bio?id=1254274389,Brisbane Central,2 Dec 1989 - 13 Sep 2007,
"BEBBINGTON, William",https://www.parliament.qld.gov.au/members/former/bio?id=551567617,Drayton,27 Apr 1912 - 12 May 1923,31 July 1939
"BEDFORD, Randolph George",https://www.parliament.qld.gov.au/members/former/bio?id=3500540494,"Legislative Council, Warrego",12 Oct 1917 - 7 Jul 1941,7 July 1941
"BEIRNE, Thomas Charles",https://www.parliament.qld.gov.au/members/former/bio?id=575688515,Legislative Council,27 Jul 1905 - 23 Mar 1922,21 April 1949
"BELL, Alexander James Douglas, OAM",https://www.parliament.qld.gov.au/members/former/bio?id=4261829756,Surfers Paradise,5 May 2001 - 7 Feb 2004,
"BELL, Ernest Thomas",https://www.parliament.qld.gov.au/members/former/bio?id=2531490988,Fassifern,24 Apr 1913 - 2 May 1930,2 May 1930
"BELL, John Alexander",https://www.parliament.qld.gov.au/members/former/bio?id=267748945,Legislative Council,26 Sep 1866 - 21 Nov 1872,30 August 1901
"BELL, Joshua Thomas",https://www.parliament.qld.gov.au/members/former/bio?id=849427428,Dalby,29 Apr 1893 - 10 Mar 1911,10 March 1911
"BELL, Sir Joshua Peter",https://www.parliament.qld.gov.au/members/former/bio?id=1858565022,"Dalby, Legislative Council, Northern Downs, West Moreton",15 Dec 1862 - 20 Dec 1881,20 December 1881
"BELL, Roy Mackenzie",https://www.parliament.qld.gov.au/members/former/bio?id=589989406,Stanley,9 Dec 1933 - 2 Apr 1938,20 August 1953
"BENNETT, Colin James",https://www.parliament.qld.gov.au/members/former/bio?id=81075200,South Brisbane,28 May 1960 - 27 May 1972,12 June 2002
"BENNETT, Neil Patrick",https://www.parliament.qld.gov.au/members/former/bio?id=3457866484,Gladstone,19 Sep 1992 - 14 Jul 1995,
"BENSON, Dr John Robinson",https://www.parliament.qld.gov.au/members/former/bio?id=1811859484,Clermont,4 May 1870 - 6 Sep 1870,25 July 1885
"BEOR, Henry Rogers",https://www.parliament.qld.gov.au/members/former/bio?id=3470630182,Bowen,23 Apr 1877 - 25 Dec 1880,25 December 1880
"BERGHOFER, Clive John OAM, AM",https://www.parliament.qld.gov.au/members/former/bio?id=1730412225,Toowoomba South,1 Nov 1986 - 23 Mar 1991,
"BERRY, Ian Morley",https://www.parliament.qld.gov.au/members/former/bio?id=3792332576,Ipswich,24 Mar 2012 - 30 Jan 2015,
"BERTONI, Angelo Pietro Dante",https://www.parliament.qld.gov.au/members/former/bio?id=3358602630,Mount Isa,7 Dec 1974 - 22 Oct 1983,
"BERTRAM, William",https://www.parliament.qld.gov.au/members/former/bio?id=1420856475,Maree,27 Apr 1912 - 11 May 1929,11 June 1957
"BIGGE, Francis Edward",https://www.parliament.qld.gov.au/members/former/bio?id=3772257526,Legislative Council,1 May 1860 - 16 May 1873,3 December 1915
"BIRD, Lorraine Rita",https://www.parliament.qld.gov.au/members/former/bio?id=2684992248,Whitsunday,2 Dec 1989 - 13 Jun 1998,
"BIRD, Hon Valmond James",https://www.parliament.qld.gov.au/members/former/bio?id=2357397685,Burdekin,17 May 1969 - 22 Oct 1983,19 August 2005
"BISHOP, Bruce Edward",https://www.parliament.qld.gov.au/members/former/bio?id=1016743013,Surfers Paradise,12 Nov 1977 - 29 Nov 1980,20 May 2008
"BJELKE-PETERSEN, Hon Sir Johannes",https://www.parliament.qld.gov.au/members/former/bio?id=3104309134,"Barambah, Nanango",3 May 1947 - 1 Dec 1987,23 April 2005
"BLACK, Adam",https://www.parliament.qld.gov.au/members/former/bio?id=1918984483,Logan,16 Apr 1875 - 3 Oct 1875,26 December 1902
"BLACK, Alfred Harold",https://www.parliament.qld.gov.au/members/former/bio?id=2885659952,Whitsunday,13 Jun 1998 - 17 Feb 2001,
"BLACK, Maurice Hume",https://www.parliament.qld.gov.au/members/former/bio?id=2600283805,Mackay,24 Mar 1881 - 29 Apr 1893,16 August 1899
"BLACKLEY, John",https://www.parliament.qld.gov.au/members/former/bio?id=2550126245,Maryborough,26 Oct 1929 - 11 Jun 1932,10 March 1952
"BLAIR, Sir James William, KCMG",https://www.parliament.qld.gov.au/members/former/bio?id=1936753911,Ipswich,11 Mar 1902 - 22 May 1915,18 November 1944
"BLAKE, James Robert Henry",https://www.parliament.qld.gov.au/members/former/bio?id=2108750690,"Bundaberg, Isis",16 Nov 1968 - 22 Oct 1983,9 April 2010
"BLAKENEY, Charles William",https://www.parliament.qld.gov.au/members/former/bio?id=242093976,Town Of Brisbane,11 May 1860 - 25 Nov 1865,12 January 1876
"BLIGH, Hon Anna Maria, AC",https://www.parliament.qld.gov.au/members/former/bio?id=903155903,South Brisbane,15 Jul 1995 - 2 Apr 2012,
"BLOCKSIDGE, George Henry",https://www.parliament.qld.gov.au/members/former/bio?id=1189413949,Wooloongabba,18 May 1907 - 5 Feb 1908,20 January 1944
"BOLES, Jason",https://www.parliament.qld.gov.au/members/former/bio?id=706413220,Port Curtis,6 May 1893 - 27 Aug 1904,24 August 1920
"BOMBOLAS, Chris",https://www.parliament.qld.gov.au/members/former/bio?id=75410886,Chatsworth,9 Sep 2006 - 20 Mar 2009,
"BOOKER, Charles Joseph",https://www.parliament.qld.gov.au/members/former/bio?id=776080030,"Maryborough, Wide Bay",2 Oct 1909 - 16 Mar 1918,4 June 1925
"BOOTH, Desmond James",https://www.parliament.qld.gov.au/members/former/bio?id=1656818457,Warwick,12 Nov 1977 - 19 Sep 1992,11 December 1996
"BORBIDGE, Hon Robert Edward, AO",https://www.parliament.qld.gov.au/members/former/bio?id=1315145155,Surfers Paradise,29 Nov 1980 - 20 Mar 2001,
"BOUCHARD, Thomas William",https://www.parliament.qld.gov.au/members/former/bio?id=1561508348,Brisbane South,27 Aug 1904 - 22 May 1915,2 November 1943
"BOURKE, Anthony James",https://www.parliament.qld.gov.au/members/former/bio?id=80031559,Lockyer,16 Oct 1976 - 29 Nov 1980,
"BOUSEN, William Raymond James",https://www.parliament.qld.gov.au/members/former/bio?id=1161466036,"Toowoomba North, Toowoomba West",17 May 1969 - 7 Dec 1974,28 May 2002
"BOW, Richard Rowland",https://www.parliament.qld.gov.au/members/former/bio?id=3448706948,Mitchell,26 May 1928 - 11 Jun 1932,11 June 1941
"BOWMAN, David",https://www.parliament.qld.gov.au/members/former/bio?id=1551203328,"Fortitude Valley, Warrego",16 Dec 1899 - 25 Feb 1916,25 February 1916
"BOX, William Draper",https://www.parliament.qld.gov.au/members/former/bio?id=865509457,Legislative Council,2 Jan 1874 - 26 Jan 1904,26 January 1904
"BOYD, Robert Livingstone",https://www.parliament.qld.gov.au/members/former/bio?id=1927163720,Burnett,13 Oct 1928 - 10 Jun 1932,30 May 1951
"BOYLE, Hon Desley Carole",https://www.parliament.qld.gov.au/members/former/bio?id=1764261812,Cairns,13 Jun 1998 - 23 Mar 2012,
"BRADDY, Hon Paul Joseph",https://www.parliament.qld.gov.au/members/former/bio?id=244790054,"Kedron, Rockhampton",16 Feb 1985 - 17 Feb 2001,
"BRAMSTON, Sir John",https://www.parliament.qld.gov.au/members/former/bio?id=764430813,"Burnett, Legislative Council",3 Jul 1863 - 8 Dec 1873,13 September 1921
"BRAND, Sir William Alfred, CBE",https://www.parliament.qld.gov.au/members/former/bio?id=1651225019,"Burrum, Isis",9 Oct 1920 - 29 Apr 1950,26 October 1979
"BRASSINGTON, Samuel John",https://www.parliament.qld.gov.au/members/former/bio?id=1229793325,"Balonne, Fortitude Valley",6 Aug 1927 - 4 Oct 1950,4 October 1950
"BREDHAUER, Hon Stephen Dominic",https://www.parliament.qld.gov.au/members/former/bio?id=2992595562,Cook,2 Dec 1989 - 7 Feb 2004,
"BRENNAN, Frank Tennison",https://www.parliament.qld.gov.au/members/former/bio?id=3779635608,Toowoomba,16 Mar 1918 - 26 Feb 1925,6 August 1949
"BRENNAN, James",https://www.parliament.qld.gov.au/members/former/bio?id=4117663052,Rockhampton North,18 May 1907 - 27 Apr 1912,13 June 1917
"BRENTNALL, Frederic Thomas",https://www.parliament.qld.gov.au/members/former/bio?id=2730314368,Legislative Council,17 Apr 1886 - 23 Mar 1922,11 January 1925
"BRESLIN, Edward Denis Joseph",https://www.parliament.qld.gov.au/members/former/bio?id=405371643,Port Curtis,2 Oct 1909 - 9 Oct 1912,26 August 1914
"BRIDGES, Thomas",https://www.parliament.qld.gov.au/members/former/bio?id=3186876443,Nundah,21 Mar 1896 - 16 Mar 1918,4 June 1939
"BRIGHT, Right Hon John",https://www.parliament.qld.gov.au/members/former/bio?id=53112325,Kennedy,10 Jul 1869 - 8 Jul 1870,27 March 1889
"BRISKEY, Darryl James",https://www.parliament.qld.gov.au/members/former/bio?id=2303851212,"Cleveland, Redlands",2 Feb 1989 - 9 Sep 2006,
"BROMLEY, Fred Phillip, OAM",https://www.parliament.qld.gov.au/members/former/bio?id=947183107,"Norman, South Brisbane",28 May 1960 - 7 Dec 1974,14 May 1988
"BROOKES, William",https://www.parliament.qld.gov.au/members/former/bio?id=860276536,"Brisbane, East Moreton, Legislative Council",6 Sep 1863 - 11 Jun 1897,16 July 1898
"BROOKS, Samuel Wood",https://www.parliament.qld.gov.au/members/former/bio?id=3847512835,Fortitude Valley,1 May 1886 - 12 May 1888,9 February 1915
"BROSNAN, Michael Timothy",https://www.parliament.qld.gov.au/members/former/bio?id=3579029511,Fortitude Valley,18 Nov 1950 - 3 Aug 1957,20 July 1966
"BROUGHTON, Alfred Delves",https://www.parliament.qld.gov.au/members/former/bio?id=351115997,West Moreton,3 May 1860 - 21 Dec 1860,10 March 1895
"BROWN, Alfred Henry",https://www.parliament.qld.gov.au/members/former/bio?id=3440542511,Legislative Council,26 Apr 1861 - 26 Jan 1882,30 September 1908
"BROWN, Dr Charles Victor Watson",https://www.parliament.qld.gov.au/members/former/bio?id=3090071462,Gregory,27 May 1939 - 29 Mar 1941,1 May 1970
"BROWN, Ivan Milton",https://www.parliament.qld.gov.au/members/former/bio?id=1336394311,Clayfield,29 May 1976 - 12 May 1977,12 May 1977
"BROWN, John Innes",https://www.parliament.qld.gov.au/members/former/bio?id=2022228767,Logan,11 May 1935 - 15 Apr 1944,3 December 1949
"BROWN, Richard Kidston",https://www.parliament.qld.gov.au/members/former/bio?id=1549450364,Buranda,3 May 1947 - 3 Aug 1957,22 January 1971
"BROWN, William Villiers",https://www.parliament.qld.gov.au/members/former/bio?id=2546013856,"Legislative Council, Townsville",11 Nov 1885 - 29 Apr 1915,29 April 1915
"BROWNE, Eyles Irwin Caulfield",https://www.parliament.qld.gov.au/members/former/bio?id=940876294,Legislative Council,3 Jul 1863 - 14 Aug 1882,17 June 1886
"BROWNE, William Henry",https://www.parliament.qld.gov.au/members/former/bio?id=990684627,Croydon,13 May 1893 - 12 Apr 1904,12 April 1904
"BRUCE, Hon Henry Adam",https://www.parliament.qld.gov.au/members/former/bio?id=4289570379,"Kennedy, The Tableland",12 May 1923 - 28 Apr 1950,11 October 1958
"BUCHANAN, Archibald Berdmore",https://www.parliament.qld.gov.au/members/former/bio?id=2797081694,"Legislative Council, Mitchell, Warrego",8 Feb 1870 - 6 Jun 1878,30 March 1883
"BUCKLAND, John Francis",https://www.parliament.qld.gov.au/members/former/bio?id=2336320914,Bulimba,13 Jul 1882 - 29 Mar 1892,21 September 1910
"BUCKLEY, Henry",https://www.parliament.qld.gov.au/members/former/bio?id=964462080,East Moreton,7 May 1860 - 29 Sep 1860,14 April 1888
"BUDD, John Andrew",https://www.parliament.qld.gov.au/members/former/bio?id=2961494277,Redlands,19 Sep 1992 - 15 Jul 1995,
"BULCOCK, Hon Frank William",https://www.parliament.qld.gov.au/members/former/bio?id=3419603645,Barcoo,20 Dec 1919 - 15 Dec 1942,19 January 1973
"BULCOCK, Robert",https://www.parliament.qld.gov.au/members/former/bio?id=3049710806,"Enoggera, Legislative Council",26 Oct 1885 - 10 May 1900,10 May 1900
"BURNS, George Robertson",https://www.parliament.qld.gov.au/members/former/bio?id=3216443905,Townsville,6 May 1893 - 5 Nov 1893,5 November 1893
"BURNS, Hon Thomas James",https://www.parliament.qld.gov.au/members/former/bio?id=2208682836,Lytton,27 May 1972 - 31 May 1996,4 June 2007
"BURREKET, Tony Anthony",https://www.parliament.qld.gov.au/members/former/bio?id=3129268699,Townsville,1 Nov 1986 - 2 Dec 1989,
"BURROWS, James",https://www.parliament.qld.gov.au/members/former/bio?id=3497510636,Port Curtis,3 May 1947 - 1 Jun 1963,30 October 1978
"BURROWS, John",https://www.parliament.qld.gov.au/members/former/bio?id=1496984158,Charters Towers,6 Jul 1901 - 18 May 1907,3 February 1925
"BUTLER, Frank Wells",https://www.parliament.qld.gov.au/members/former/bio?id=3729747921,Port Curtis,11 May 1929 - 11 Jun 1932,25 July 1961
"BUTLER, Robert John Cuthbert",https://www.parliament.qld.gov.au/members/former/bio?id=8751191,Lockyer,16 Mar 1918 - 9 Oct 1920,8 November 1950
"BUZACOTT, Charles Hardie",https://www.parliament.qld.gov.au/members/former/bio?id=1211462139,"Legislative Council, Rockhampton",24 Nov 1873 - 13 May 1901,19 July 1918
"BYRNE, David Edward",https://www.parliament.qld.gov.au/members/former/bio?id=1697604185,Belmont,7 Dec 1974 - 12 Nov 1977,
"BYRNE, Peter",https://www.parliament.qld.gov.au/members/former/bio?id=3318491061,Mourilyan,29 Apr 1950 - 17 May 1969,16 March 1974
"BYRNE, William Stephen",https://www.parliament.qld.gov.au/members/former/bio?id=3410065539,Rockhampton,24 Mar 2012 - 24 Nov 2017,
"BYRNES, Thomas Joseph",https://www.parliament.qld.gov.au/members/former/bio?id=3415056737,"Cairns, Legislative Council, Warwick",12 Aug 1890 - 27 Sep 1898,27 September 1898
"CADELL, James John",https://www.parliament.qld.gov.au/members/former/bio?id=3655762477,Burnett,11 Jul 1891 - 28 Mar 1896,11 December 1919
"CAHILL, Brian John",https://www.parliament.qld.gov.au/members/former/bio?id=1997914454,Aspley,22 Oct 1983 - 1 Nov 1986,8 March 2015
"CAINE, Edward James",https://www.parliament.qld.gov.au/members/former/bio?id=1602068063,Bowen,27 Apr 1912 - 22 May 1915,26 September 1956
"CALLAN, Albert James",https://www.parliament.qld.gov.au/members/former/bio?id=1596183798,"Fitzroy, Legislative Council",3 Aug 1889 - 9 May 1912,9 May 1912
"CALTABIANO, Michael Andrew",https://www.parliament.qld.gov.au/members/former/bio?id=924610852,Chatsworth,20 Aug 2005 - 9 Sep 2006,
"CAMERON, John",https://www.parliament.qld.gov.au/members/former/bio?id=2780551928,"Brisbane North, Mitchell",20 May 1893 - 5 Feb 1908,25 June 1914
"CAMM, Ronald Ernest",https://www.parliament.qld.gov.au/members/former/bio?id=2699806672,Whitsunday,1 Jul 1961 - 17 Jul 1980,15 March 1988
"CAMPBELL, Charles",https://www.parliament.qld.gov.au/members/former/bio?id=3183457535,Legislative Council,3 Jul 1914 - 18 Mar 1919,18 March 1919
"CAMPBELL, Clement Bernard",https://www.parliament.qld.gov.au/members/former/bio?id=3079434023,Bundaberg,22 Oct 1983 - 13 Jun 1998,
"CAMPBELL, Hon Frederick Alexander",https://www.parliament.qld.gov.au/members/former/bio?id=3151910248,Aspley,28 May 1960 - 29 Nov 1980,11 September 1995
"CAMPBELL, James",https://www.parliament.qld.gov.au/members/former/bio?id=3679880451,Aubigny,4 Mar 1884 - 29 Apr 1893,15 September 1925
"CAMPBELL, John Dunmore",https://www.parliament.qld.gov.au/members/former/bio?id=3923689937,Moreton,20 Apr 1899 - 27 May 1909,19 June 1909
"CAMPBELL, Thomas Joseph",https://www.parliament.qld.gov.au/members/former/bio?id=4161776549,Cook,4 Mar 1884 - 4 Aug 1885,6 November 1885
"CAMPBELL, William Henry",https://www.parliament.qld.gov.au/members/former/bio?id=2425148468,Legislative Council,12 Jul 1906 - 17 Jun 1919,17 June 1919
"CAREY, Cecil Charles",https://www.parliament.qld.gov.au/members/former/bio?id=1853018449,Albert,28 May 1960 - 26 Dec 1969,26 December 1969
"CARROLL, Francis Edward",https://www.parliament.qld.gov.au/members/former/bio?id=806358187,Mansfield,25 Jul 1995 - 13 Jun 1998,
"CARROLL, Robert Joseph",https://www.parliament.qld.gov.au/members/former/bio?id=3707821928,Legislative Council,19 Feb 1920 - 23 Mar 1922,7 February 1940
"CARTER, Arthur John",https://www.parliament.qld.gov.au/members/former/bio?id=3171643068,Legislative Council,15 Jul 1901 - 6 Nov 1917,6 November 1917
"CARTER, George",https://www.parliament.qld.gov.au/members/former/bio?id=120805450,Port Curtis,22 May 1915 - 11 May 1929,5 October 1932
"CARTER, William Edward",https://www.parliament.qld.gov.au/members/former/bio?id=235819113,Fitzroy,11 May 1929 - 11 Jun 1932,24 August 1969
"CASEY, Hon Edmund Denis",https://www.parliament.qld.gov.au/members/former/bio?id=612398330,Mackay,17 May 1969 - 15 Jul 1995,1 May 2006
"CASEY, Richard Gardiner",https://www.parliament.qld.gov.au/members/former/bio?id=1323279330,Warrego,19 May 1888 - 20 May 1893,25 April 1919
"CASTLING, William Joseph",https://www.parliament.qld.gov.au/members/former/bio?id=2399765082,Townsville,21 Mar 1896 - 11 Mar 1899,7 June 1906
"CATTERMULL, Henry Albert",https://www.parliament.qld.gov.au/members/former/bio?id=1394823641,Musgrave,9 Oct 1920 - 12 May 1923,30 August 1935
"CAVALLUCCI, Roberto",https://www.parliament.qld.gov.au/members/former/bio?id=3060247638,Brisbane Central,24 Mar 2012 - 30 Jan 2015,
"CHALK, Sir Gordon William Wesley, KBE",https://www.parliament.qld.gov.au/members/former/bio?id=1030315175,"East Toowoomba, Lockyer",3 May 1947 - 12 Aug 1976,26 April 1991
"CHALLINOR, Dr Henry",https://www.parliament.qld.gov.au/members/former/bio?id=1274069720,"Ipswich, West Moreton",12 Jan 1861 - 26 Sep 1868,9 September 1882
"CHANDLER, Sir John Beals, KBE",https://www.parliament.qld.gov.au/members/former/bio?id=1155538759,Hamilton,9 Oct 1943 - 2 May 1947,19 January 1962
